metric,greedy,bibs,improvement,better_when
arc_rmse,0.1950018807462811,0.20574642665610124,-0.01074454590982013,lower
total_transition_cost,115.7418373921164,152.45914451332447,-36.71730712120808,lower
average_transition_cost,0.7767908549806469,1.023215734988755,-0.24642488000810803,lower
global_coherence,0.8740179226108333,0.7723652321848078,-0.10165269042602554,higher
anchor_alignment_cost,,2.618240828880575,,lower
