experiment_type,n_size,playlist_idx,seed,genre_type,genres,genre_set,trajectory_shape,method,category,arc_optimized,precompute_time_s,method_time_s,total_time_s,arc_rmse,total_transition_cost,average_transition_cost,global_coherence,p90_transition,p95_transition,max_transition,dtw_shape,ratio_adherence_rmse
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,random,baseline,False,0.0313,0.0002,0.0315,0.15342169146198875,192.07917439410906,2.1581929707203265,0.044542043398982045,3.3544417943809823,3.6014970223770417,3.875507389651999,8.531716796309006,0.2970051427052366
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,transition_greedy,baseline,False,0.0313,0.0004,0.0317,0.1907746042917892,76.13132895367019,0.8554081904906763,0.8270298477253528,1.276233036535611,1.5689354342455606,3.1354983034943578,10.304039085265849,0.30802592554321095
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,arc_assignment,baseline,True,0.0313,0.0006,0.0319,0.09487436549395135,182.90847129148455,2.055151362825669,0.15438506789929407,3.0311767980114515,3.4806329859968272,4.1452586380263154,4.05972780947047,0.2406341875156896
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,flexer_interp,baseline,True,0.0313,0.0028,0.034,0.12080818442621426,198.76185499231573,2.233279269576581,0.0379008625028473,3.102318670867894,3.2934631198550632,3.7244528498678973,7.2533848401316945,0.2088821017144483
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,forward_beam,baseline,True,0.0313,0.1356,0.1669,0.16486047708771542,82.74550963802747,0.9297248273935671,0.794594802566875,1.5487455258724432,1.8396193135468755,3.5951124051286056,8.98124511601499,0.30264508363224274
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam,baseline,True,0.0313,0.2181,0.2494,0.1526840921558765,80.60123341420802,0.9056318361146969,0.817774793820535,1.4646436463221264,1.8152636014515833,2.444806615098558,8.481838298953997,0.28882639384446546
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,greedy_arc_trans,baseline,True,0.0313,0.0012,0.0325,0.18967426441635252,80.99987085598424,0.910110908494205,0.7911717170578129,1.423136783633567,1.8335345870006676,4.463130569805813,10.544020027751612,0.3108842374189538
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_current,ours,True,0.0313,0.0,0.0313,0.18059199581118973,113.45581191267401,1.274784403513191,0.5466776743684678,3.2161671724496226,3.563959791780335,3.9106007421302613,9.480099515183047,0.3197618533552857
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_repair,ours,True,0.0313,0.1798,0.2111,0.18052622964969947,101.8392140042937,1.144260831508918,0.6795713893114581,2.1651735458521855,2.690702243430386,3.1438116160566607,9.464951829653435,0.3202406515628176
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_stochastic,ours,True,0.0313,0.0,0.0313,0.18556332029999645,101.34222687044569,1.138676706409502,0.6976236521342889,1.8573611612424044,2.162923427788118,3.6157276059457626,10.059176593515799,0.31252842407442644
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_stoch_repair,ours,True,0.0313,0.1436,0.1749,0.18599215578312137,97.02431691455891,1.090160864208527,0.7307543536737408,1.899982711277875,2.1687890979264055,2.993129505290544,10.159615734169007,0.31313014131802724
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_parallel,ours,True,0.0313,0.0193,0.0506,0.18049061871047264,142.3825666013629,1.599804119116437,0.41776695184361357,2.9710917750326074,3.0347871799024673,3.5084226025663408,9.339213369550267,0.31921008358302166
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam_stochastic,ours,True,0.0313,0.0,0.0313,0.1526840921558765,80.60123341420802,0.9056318361146969,0.817774793820535,1.4646436463221264,1.8152636014515833,2.444806615098558,8.481838298953997,0.28882639384446546
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam_stochastic_repair,ours,True,0.0313,0.1905,0.2218,0.1527872616848001,80.5335963108403,0.9048718686611269,0.8181450806568974,1.4172401602473286,1.8152636014515833,2.444806615098558,8.481838298953997,0.28885309455485475
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam_orch_stochastic,ours,True,0.0313,0.0,0.0313,0.1526840921558765,80.60123341420802,0.9056318361146969,0.817774793820535,1.4646436463221264,1.8152636014515833,2.444806615098558,8.481838298953997,0.28882639384446546
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam_orch_stochastic_repair,ours,True,0.0313,0.227,0.2583,0.1527872616848001,80.5335963108403,0.9048718686611269,0.8181450806568974,1.4172401602473286,1.8152636014515833,2.444806615098558,8.481838298953997,0.28885309455485475
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_tempo_aware,ours,True,0.0313,9.3709,9.4022,0.184653056810699,110.32569260766623,1.239614523681643,0.6019427140768254,2.254107167961379,3.242504098222757,4.463130569805813,10.025382918499306,0.31222832992169525
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_alpha2,ours,True,0.0313,9.0281,9.0594,0.17577826887024744,108.14865796907257,1.215153460326658,0.6128489608311305,2.6081040666782314,3.0776093313446933,4.463130569805813,10.061707280088152,0.30623622432934244
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,mm_beam_alpha2,baseline,True,0.0313,0.1596,0.1909,0.15265102824847154,82.29508357460057,0.9246638603887705,0.8077266383763122,1.4765309268800177,1.9312925775119725,2.715363181081872,8.364739355273338,0.2740091669696405
similar_genres,90,0,100042,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,linear,bibs_traj_first,ours,True,0.0313,11.3584,11.3897,0.18059199581118973,113.45581191267401,1.274784403513191,0.5466776743684678,3.2161671724496226,3.563959791780335,3.9106007421302613,9.480099515183047,0.3197618533552857
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,random,baseline,False,0.037,0.0002,0.0372,0.15237982046081736,194.21471061648666,2.1821877597358053,-0.031886892435969205,3.4054955342796873,3.658564894478922,3.988247486696271,7.78016618649135,0.35104083081014836
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,transition_greedy,baseline,False,0.037,0.0005,0.0375,0.16250464500647363,72.16162501141642,0.8108047754091733,0.8347904478772732,1.4361070907110258,1.7927630316451024,2.8142250201636445,6.836947664824883,0.38498851705521087
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,arc_assignment,baseline,True,0.037,0.001,0.038,0.052377839806390165,201.00486841088593,2.258481667538044,-0.06859682070796547,3.210883743285315,3.6196150531930416,4.709810973916104,1.9247323494508817,0.320518372848277
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,flexer_interp,baseline,True,0.037,0.0033,0.0404,0.13554794908671328,187.02032511820775,2.1013519676203116,0.04111040077603312,3.3915076670573963,3.525869221011734,3.7945176657004067,6.8003706429302895,0.3063639005083514
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,forward_beam,baseline,True,0.037,0.1035,0.1406,0.1373813546317537,78.3724230826005,0.8805890234000057,0.7912026377705232,1.6630327204710933,1.8663307106378704,3.5719123613890007,6.196363535634135,0.3873886034588787
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam,baseline,True,0.037,0.2087,0.2457,0.14172019118141016,75.70387598677297,0.8506053481659884,0.8236471265295928,1.616024930433537,1.8104770692811956,2.29558873764551,6.166727385398141,0.36803955768760976
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,greedy_arc_trans,baseline,True,0.037,0.0011,0.0381,0.12891245171748608,73.28517855736511,0.8234289725546642,0.8312359012799222,1.4626461971553135,1.7426101344018976,2.8142250201636445,6.440860528409761,0.3666952478441965
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_current,ours,True,0.037,0.0,0.037,0.13686973580204467,92.79274964113662,1.042615164507153,0.6926691180727642,1.7129355056908393,2.4763609371171906,4.587120533654661,5.7793746096258145,0.38096781318545897
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_repair,ours,True,0.037,0.1428,0.1798,0.12982496696785722,84.53615660594106,0.9498444562465288,0.7816213171619315,1.6276887562178746,1.9196777848715034,2.7727962667931925,5.555567813064311,0.38041179379659124
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_stochastic,ours,True,0.037,0.0,0.037,0.11981218584748668,98.51536118554569,1.1069141706241088,0.6363307594621324,1.8467109009327556,3.283732556489446,4.587120533654661,5.945735209376781,0.36616735923597077
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_stoch_repair,ours,True,0.037,0.3979,0.4349,0.1221698685777564,89.8278833431002,1.0093020600348337,0.7415193303824823,1.8577532781158443,2.087725660086884,3.397879030211364,6.118877390812207,0.3663580148581685
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_parallel,ours,True,0.037,0.0448,0.0818,0.12363242846254753,139.50478006001666,1.5674694388765917,0.41704230363766226,2.73612844403162,3.029732662560315,3.5549784907756456,6.844738241104958,0.3490012187319334
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam_stochastic,ours,True,0.037,0.0,0.037,0.14172019118141016,75.70387598677297,0.8506053481659884,0.8236471265295928,1.616024930433537,1.8104770692811956,2.29558873764551,6.166727385398141,0.36803955768760976
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam_stochastic_repair,ours,True,0.037,0.2222,0.2592,0.14172019118141016,75.70387598677297,0.8506053481659884,0.8236471265295928,1.616024930433537,1.8104770692811956,2.29558873764551,6.166727385398141,0.36803955768760976
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam_orch_stochastic,ours,True,0.037,0.0,0.037,0.14172019118141016,75.70387598677297,0.8506053481659884,0.8236471265295928,1.616024930433537,1.8104770692811956,2.29558873764551,6.166727385398141,0.36803955768760976
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam_orch_stochastic_repair,ours,True,0.037,0.3176,0.3546,0.14172019118141016,75.70387598677297,0.8506053481659884,0.8236471265295928,1.616024930433537,1.8104770692811956,2.29558873764551,6.166727385398141,0.36803955768760976
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_tempo_aware,ours,True,0.037,16.743,16.78,0.15192825335885374,95.7101735710794,1.0753952086638134,0.680036166781749,1.911628989297285,2.493257281151516,4.587120533654661,6.718374068733432,0.38946295919820434
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,bibs_alpha2,ours,True,0.037,10.7198,10.7569,0.13567970352779074,99.84414112764652,1.121844282333107,0.6479105188536417,2.0732171662346626,3.064587530293591,4.012334977528763,6.205469774807659,0.3753090910239628
similar_genres,90,1,100043,similar_genres,"[""grunge"", ""metal"", ""heavy-metal""]",grunge+metal+heavy-metal,double_peak,mm_beam_alpha2,baseline,True,0.037,0.2059,0.2429,0.14369056473882588,77.01988177771506,0.865391930086686,0.8163225074802987,1.4915257192703166,1.8920812203334527,2.7789854718662608,7.02367689016712,0.363204149860221
