position,track_index,track_id,track_name,artists,track_genre,EV_score,tempo,camelot,energy,valence,key,mode,time_signature,loudness,acousticness,instrumentalness,liveness,speechiness
185,3,5O9jxRlG72h1sYxtqWwUcF,Shiddat Title Track,Manan Bhardwaj,pop,0.5586949237928078,149.921,8A,0.625,0.439,9,0,3,-6.497,0.288,0.0,0.133,0.0584
186,86,1xtlT8C62HToUvB0xmwvyi,Kurumugil,Vishal Chandrashekhar;Sai Vignesh,pop,0.4620355819803434,149.798,12B,0.342,0.599,4,1,3,-10.985,0.518,0.0,0.106,0.0636
187,158,5e2eJl3qNNGWllzSFCYrad,"Kurumugil (From ""Sita Ramam (Tamil)"")",Vishal Chandrashekhar;Sai Vignesh,pop,0.45667251890905647,149.791,12B,0.343,0.578,4,1,3,-10.995,0.514,0.0,0.106,0.0664
188,40,4BoFJMLSO3ZoD48KgnslSe,Mere Humsafar (Original Score) [Female Version],Yashal Shahid,pop,0.4493205485134884,143.691,12B,0.444,0.386,4,1,3,-9.804,0.744,0.0,0.0671,0.042
189,142,7sJQv0LRPgM2xCkkdWOlyj,Mere Sohneya,Sachet Tandon;Parampara Tandon,pop,0.5650687179871223,136.228,11B,0.643,0.646,9,1,5,-5.713,0.558,0.0,0.217,0.0411
190,62,2IoZMG3RqiTmsy7Li3zGFg,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon;Parampara Tandon;Sachet-Parampara,pop,0.5650633180910704,136.224,11B,0.643,0.646,9,1,5,-5.713,0.558,0.0,0.217,0.0411
191,125,4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,pop,0.6817422594632218,166.928,11B,0.664,0.688,9,1,4,-5.044,0.335,0.0,0.0849,0.154
192,192,3UoApjQ4IttQXTAAS5ucKL,Intentions,Justin Bieber;Quavo,pop,0.7248920974013542,148.011,11B,0.554,0.86,9,1,4,-6.631,0.315,0.0,0.105,0.0544
193,135,0Jj3HijYvpp6UBVJeQPNQh,Come Around Me,Justin Bieber,pop,0.6807367335624892,157.944,7A,0.681,0.766,2,0,4,-8.389,0.263,0.00761,0.0971,0.0379
194,248,6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,pop,0.6332930365579557,153.96,10B,0.741,0.441,2,1,4,-5.569,0.185,2.91e-05,0.415,0.0478
195,266,1iiCRJZbYDfXJJnAKwY7Ph,Castle On the Hill - Throttle Remix,Ed Sheeran;Throttle,pop,0.5984711695860196,138.03,10B,0.86,0.203,2,1,4,-4.023,0.0412,0.0,0.372,0.0539
196,82,1euRAecw6xEwkt6lPXMbFP,Shivers,Ed Sheeran,pop,0.8101880980915868,141.02,10B,0.859,0.822,2,1,4,-2.724,0.281,0.0,0.0424,0.0856
197,81,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,pop,0.6733634120567383,138.113,5A,0.703,0.595,0,0,4,-5.672,0.109,0.0,0.0657,0.0369
198,189,4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685;Jason Derulo;BTS,pop,0.6868230225354444,149.836,5A,0.598,0.658,0,0,4,-5.695,0.16,0.0,0.295,0.0868
199,71,6DefzsWqnwrFrmNVnJxWkS,Jo Tu Na Mila,Asim Azhar,pop,0.5138783453932524,159.68,5A,0.507,0.218,0,0,4,-5.33,0.0636,1.15e-05,0.359,0.0384
200,22,4eK9eFdt832EyvTvACULdr,Deewane Hum Nahi - Version 1.0,Aditya Yadav,pop,0.5392368632527615,180.011,8B,0.498,0.238,0,1,4,-7.021,0.34,0.0,0.202,0.0518
201,95,7fec0UcxeHVe6kHIez2GSs,Orasaadha - Madras Gig,Vivek - Mervin,pop,0.6884919804538099,159.906,8B,0.776,0.606,0,1,4,-4.892,0.141,0.0,0.109,0.0807
202,175,5penl87Jj0gd1jpMnG9cm9,Leave the Door Open,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.6286031847732252,148.088,7B,0.616,0.719,5,1,4,-7.964,0.182,0.0,0.0927,0.0324
203,190,3HqSKkoH7DqzfJYrBqvzSq,Rockin' Around The Christmas Tree,Justin Bieber,pop,0.6723252527843032,151.592,7B,0.642,0.828,5,1,4,-3.656,0.0189,0.0,0.0957,0.032
204,148,1QqrfKrkjQb2IoI2R83tVR,Skate,Bruno Mars;Anderson .Paak;Silk Sonic,pop,0.6024541135173566,112.027,7B,0.598,0.698,5,1,4,-8.365,0.037,0.0,0.17,0.0291
205,273,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,pop,0.6224164339104633,95.997,7B,0.703,0.57,5,1,4,-5.412,0.103,0.0,0.0913,0.054
206,242,5zfRl79umXWvKoA7p4KEPa,"Tip Tip (From ""Sooryavanshi"")",Tanishk Bagchi;Udit Narayan;Alka Yagnik,pop,0.6880742899590205,103.01,4A,0.929,0.477,5,0,4,-1.583,0.0431,0.00648,0.125,0.061
207,164,1qJ4p0TK46dVxY4nEHDGTb,24K Magic - R3hab Remix,Bruno Mars;R3HAB,pop,0.6346928864436705,106.175,4A,0.708,0.566,5,0,4,-5.692,0.146,0.0,0.33,0.21
208,155,7BhAdDWaUxtdeGkjqZEoi7,Santa Claus Is Coming To Town,Justin Bieber,pop,0.6890171680250574,104.998,5A,0.836,0.814,0,0,4,-4.878,0.027,0.0,0.283,0.048
209,119,5CSEaABQkS1hoLza0IpK2r,Kala Chashma,Amar Arshi;Badshah;Neha Kakkar;Indeep Bakshi;Prem & Hardeep,pop,0.7717264070211832,106.026,8B,0.856,0.919,0,1,4,-4.233,0.0984,6.62e-05,0.228,0.065
210,53,2fqW8A7qmNqILZe4roj2Dx,Merry Christmas,Ed Sheeran;Elton John,pop,0.6938293487092988,113.99,8B,0.935,0.602,0,1,4,-2.018,0.243,2.36e-06,0.102,0.0357
211,298,5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,pop,0.6726431708763156,118.051,8B,0.826,0.644,0,1,4,-5.487,0.0212,1.24e-05,0.543,0.0309
212,29,1WOz8NwADXFxRADQFVftxp,Jawani,Arjan Dhillon,pop,0.5754123706923318,99.944,9B,0.69,0.429,7,1,4,-7.811,0.00909,0.000661,0.359,0.0708
213,295,43zT3oDEP3I5FiZWugfqCZ,Adada Adada,Chitharth,pop,0.751291846428551,103.012,9B,0.834,0.788,7,1,4,-4.653,0.164,0.00021,0.108,0.137
214,136,6TtNVOFQUbQDUbTQwdILH1,"Coka 2.0 (From ""Liger"")",Jaani;Lijo George-Dj Chetas;Sukh-E Muzical Doctorz;Lisa Mishra,pop,0.7601410984253241,96.933,9B,0.922,0.873,7,1,4,-3.025,0.411,2.36e-06,0.287,0.121
215,13,5QKiLD7zEXvQc8VlFYmqhb,"Coka 2.0 (From ""Liger (Telugu)"")",Jaani;Lijo George-Dj Chetas;Ram Miriyala;Geetha Madhuri;Sukh-E Muzical Doctorz,pop,0.7792661083438477,96.969,9B,0.929,0.828,7,1,4,-2.036,0.608,4.81e-06,0.157,0.118
216,186,0zRsGGueSQLRkYWs4kPA4V,Naah,Harrdy Sandhu,pop,0.7377424636084648,99.981,7A,0.863,0.828,2,0,4,-2.539,0.62,6.32e-05,0.0972,0.063
217,253,1CM4rFDU9q4EoLy2K44qE6,"Naah Goriye (From ""Bala"")",B Praak;Harrdy Sandhu;Swasti Mehul,pop,0.7305092575259395,99.96,7A,0.765,0.715,2,0,4,-1.695,0.464,0.0,0.0601,0.0633
218,254,32LKwbmh6yVsWoRRF8DIvf,Na Ja,Pav Dharia,pop,0.6509363859139707,90.072,10B,0.649,0.824,2,1,4,-6.411,0.0724,0.0,0.0761,0.143
219,156,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),24kGoldn;iann dior,pop,0.6550810923231389,91.007,6A,0.716,0.732,7,0,4,-3.671,0.174,0.0,0.324,0.0361
220,48,1ax8ZuwRVkSdzzsIqyCNWQ,Tumse Milke Dil Ka,Sonu Nigam;Sabri Brothers,pop,0.7103843730339376,107.985,8A,0.745,0.882,9,0,4,-8.636,0.0642,1.87e-06,0.0274,0.109
221,193,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,0.7258391498181462,106.999,1B,0.806,0.802,11,1,4,-5.206,0.382,0.000669,0.114,0.0381
222,28,0C6G3mqMjVcIgTWbK9nFIE,"Aafat (From ""Liger"")",Tanishk Bagchi;Rashmi Virag;Zahrah S Khan,pop,0.7080826026461718,119.947,10A,0.805,0.433,11,0,4,-1.684,0.257,0.0,0.0885,0.155
223,90,6sOC569sksrnsrpSIihTtn,"Aafat (From ""Liger"") - Remix By DJ Aqeel",Tanishk Bagchi;Zahrah S Khan;Dj Aqeel,pop,0.7278222251482132,127.974,10A,0.892,0.683,11,0,4,-5.366,0.00114,0.0648,0.0586,0.0538
224,294,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,pop,0.7301403986956239,126.011,10A,0.893,0.537,11,0,4,-3.745,0.0451,2.79e-05,0.366,0.0347
225,178,1liUFogbLkZJV0uAdFjBUr,Bad Habits - Joel Corry Remix,Ed Sheeran;Joel Corry,pop,0.7741616110074474,125.971,10A,0.935,0.8,11,0,4,-4.902,0.0488,0.00117,0.339,0.0598
226,291,1dqe1m4c2ynDGRctTV4Cj8,We’re In This Together,Justin Bieber,pop,0.6705785305122486,149.452,10A,0.644,0.624,11,0,4,-6.055,0.125,0.0,0.108,0.297
227,170,3uOh60vBloFwAv1akxP5Mj,Fallin for You,Shrey Singhal,pop,0.7486429561583376,183.826,10A,0.835,0.547,11,0,4,-3.32,0.211,0.000191,0.0897,0.325
228,268,6Ffl1BBRfr8I2ASR6iiRTe,Judge,Mankirt Aulakh,pop,0.7170689990920431,181.842,1B,0.721,0.61,11,1,4,-5.907,0.221,0.0,0.173,0.505
229,21,5RTQ7QLKmUyWMl0jdPJzhp,DEAD ZONE,Gulab Sidhu;Jay Dee,pop,0.6715921615289311,163.628,10A,0.644,0.538,11,0,4,-3.96,0.0324,0.0,0.644,0.35
230,113,4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,pop,0.6853354694828655,173.93,11A,0.731,0.662,6,0,4,-5.338,0.342,0.00101,0.311,0.0557
231,201,7rr6n1NFIcQXCsi43P0YNl,Expert Jatt,Nawab,pop,0.8264406647619896,172.038,11A,0.948,0.647,6,0,4,-2.816,0.298,0.0,0.0784,0.199
232,234,42ETKyApzUl8hTtytFAjen,8 Parche,Baani Sandhu;Gur Sidhu,pop,0.7993662211077834,173.859,1A,0.862,0.727,8,0,4,-2.29,0.161,0.0,0.203,0.206
233,286,5ACacHdqtOjENeTgh4qfmy,Top Notch Gabru,Vicky,pop,0.8165236754742187,170.045,2A,0.77,0.924,3,0,4,-4.071,0.144,0.0,0.0211,0.158
234,236,326eZ9C7qpDj6NSsEiKvoW,Compulsory,Gur Sidhu;Kaptaan,pop,0.7469409024362117,144.026,2A,0.76,0.688,3,0,4,-3.913,0.0237,6.15e-06,0.183,0.143
235,147,6Ymn4OG92TLMGczLHLwUhh,All Around The World,Justin Bieber;Ludacris,pop,0.7375485425702495,128.009,2A,0.816,0.798,3,0,4,-3.949,0.0217,2.92e-06,0.167,0.191
236,117,2yk5oILHrpqErkYTuu2nQm,Mere Dil Gaaye Ja (Zooby Zooby),Tanishk Bagchi;Zahrah S Khan;Yash Narvekar;Bappi Lahiri,pop,0.6865568909829507,129.024,4A,0.902,0.618,5,0,4,-6.512,0.0161,0.00795,0.141,0.0342
237,49,5x72Q1SyiDHJ4IF2mRzfkg,"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar;Tanishk Bagchi,pop,0.7853172073008222,126.013,4A,0.95,0.746,5,0,4,-3.604,0.191,1.41e-05,0.0969,0.0759
238,31,7AHKnQ6XB5l7GL4pTJWLZn,Kutty Pattas,Santhosh Dhayanidhi;Rakshita Suresh,pop,0.6427415237895187,132.955,4A,0.467,0.742,5,0,4,-10.48,0.178,0.0,0.0802,0.199
239,56,2TcRvzS7C22LePsokUOHnn,Jiske Aane Se Mukammal,Prashant Katheriya,pop,0.6070352169970805,139.733,5A,0.277,0.88,0,0,4,-6.119,0.871,4.6e-05,0.151,0.0292
240,25,1rvJahl2EPy25dSsBNzTr4,"Adipoli (From ""Think Originals"")",Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi,pop,0.6230648679453352,149.982,8B,0.6,0.706,0,1,4,-7.751,0.586,7.65e-06,0.15,0.3
241,257,7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd;Daft Punk,pop,0.6588032440649896,186.003,9B,0.587,0.486,7,1,4,-7.015,0.141,6.35e-06,0.137,0.276
242,107,3OK2VUpcjQQZAqGHw95N4G,26 Blvd,Prem Dhillon,pop,0.720366346581548,173.913,10B,0.799,0.558,2,1,4,-4.87,0.0405,0.0,0.452,0.377
243,292,7xrLgNBENSWmiu6s8lYIQ8,Overpass Graffiti,Ed Sheeran,pop,0.7556063907121068,175.908,8A,0.849,0.774,9,0,4,-3.794,0.00253,0.0,0.119,0.186
244,288,6lpbzOMBOYHRsp6WEMvRvn,"Jolly O Gymkhana (From ""Beast"")",Thalapathy Vijay;Anirudh Ravichander,pop,0.6960857014381051,185.931,10B,0.653,0.776,2,1,3,-10.263,0.0358,0.0,0.081,0.213
245,180,7e97QgqoYTXOj1s7JI0dHR,Otha Thamarai - Original Soundtrack,Bala;Nixen;Sandy Sandellow,pop,0.7611946337882219,194.976,6A,0.744,0.877,7,0,3,-6.191,0.507,0.0,0.26,0.295
246,19,4nrqr2KVU3eoaL9743jwoB,Laagi Lagan Shankara,Hansraj Raghuwanshi,pop,0.6726567202009973,152.383,9B,0.903,0.523,7,1,3,-3.155,0.178,0.0,0.0918,0.122
247,181,0NvGVd87SYZnryTcfQPKUO,Kali Kali Zulfon Ke,Madhur Sharma,pop,0.5667250401491314,154.03,9B,0.495,0.433,7,1,3,-6.699,0.726,0.0,0.125,0.0383
248,196,1PMyULgDs4FZNhFi7MPw8n,Haare Haare Hum To Dil Se Haare - Unplugged Version,Siddharth Slathia,pop,0.5110240007253543,159.687,9B,0.369,0.548,7,1,4,-8.766,0.835,0.0,0.1,0.0405
249,7,6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,pop,0.519140920030785,180.917,10B,0.612,0.178,2,1,4,-7.222,0.584,5.7e-06,0.37,0.112
250,105,3IOgP2PSCTdoAID7VmMGEh,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Darshan Raval;Rochak Kohli;R. D. Burman,pop,0.5856800601885264,173.955,6B,0.603,0.431,10,1,4,-7.575,0.756,0.0,0.323,0.0545
251,60,3n7RtboHPFAG1Y6CF0cIgi,Sufna Banke,Harvi,pop,0.538047570337537,163.826,6B,0.626,0.308,10,1,4,-6.428,0.387,0.0,0.357,0.0527
252,210,0Cr69H8rDTrwIkJV27sUYj,Higher Power,Coldplay,pop,0.6643004401659639,178.032,6B,0.828,0.489,10,1,4,-6.023,0.00711,2.44e-05,0.261,0.0449
253,36,0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,pop,0.6059226928582252,170.039,2A,0.788,0.228,3,0,4,-4.113,0.0134,0.0,0.363,0.215
254,104,4OQFlJOSID2AzpmOcuDlJl,Baarish Ki Jaaye,B Praak;Nawazuddin Siddiqui;Sunanda Sharma,pop,0.6590938396819433,157.487,2A,0.765,0.475,3,0,3,-2.625,0.319,0.0,0.332,0.184
255,88,208sMwgVcaFt2mT79Df1KG,"Naacho Naacho (From ""Rrr"")",Vishal Mishra;Rahul Sipligunj;M. M. Keeravani,pop,0.7375046474776283,159.894,3A,0.986,0.736,10,0,4,-3.384,0.35,0.000343,0.0773,0.14
256,127,0vqw3BCyNr3DDVBmjD21H8,Libaas,Kaka,pop,0.8276185719360545,159.965,6B,0.753,0.906,10,1,4,-3.112,0.543,0.0,0.12,0.0609
257,94,3ZGJhN4unVspOqpwGvUL2W,Lemonade,Diljit Dosanjh,pop,0.7328418099973967,143.998,3B,0.744,0.783,1,1,4,-7.245,0.281,0.0,0.0763,0.0414
258,43,1i5nDFmDSi8Q3UPRVnbc03,One Time,Justin Bieber,pop,0.7715422075671031,145.966,12A,0.856,0.74,1,0,4,-2.549,0.0689,7.82e-05,0.0761,0.0376
259,70,6vJaXvEXh6HOeiEZLFDhrp,You Belong With Me (Taylor’s Version),Taylor Swift,pop,0.6319409741385262,130.033,2B,0.773,0.474,6,1,4,-4.856,0.0623,0.0,0.0885,0.0346
260,89,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,pop,0.7708988503556808,124.99,12B,0.787,0.888,4,1,4,-2.494,0.009,0.0,0.0596,0.0737
261,162,5cH3LTsDSGNdHMwWsY7gJ6,Raanjhana Ve,Soham Naik;Antara Mitra;Uddipan Sharma,pop,0.6377803088371479,78.207,12B,0.834,0.747,4,1,4,-4.56,0.575,0.0,0.158,0.116
262,206,4V9rQZOGILc4YfBnCDXgTz,Old Skool,Prem Dhillon;Sidhu Moose Wala,pop,0.6464081863697537,87.926,2B,0.601,0.905,6,1,4,-6.999,0.198,0.0,0.265,0.325
263,227,50DyjmQxDUAygFT31rD1kT,Nawa Nawa Pyaar,Gippy Grewal;Tanu Grewal,pop,0.7109683832662946,81.972,12A,0.757,0.958,1,0,4,-5.882,0.142,0.0,0.183,0.257
264,199,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,pop,0.7318227768253059,95.977,12A,0.652,0.931,1,0,4,-3.183,0.581,0.0,0.0931,0.0802
265,16,2TzyJEUfWHGRsk3r6Emvbk,Daru Badnaam,Param Singh;Kamal Kahlon;Pratik Studio,pop,0.6206587023773629,90.037,1A,0.676,0.845,8,0,4,-3.893,0.442,0.0,0.159,0.153
266,271,0YxzH0SUc10Vw4yLFqU06I,Halki Si Barsaat,Saaj Bhatt,pop,0.5595280186243292,82.185,4B,0.606,0.767,8,1,4,-6.977,0.574,0.0,0.06,0.066
267,98,1stiSonuKkZqhI1o9nZ9MT,Raataan Lambiyan,Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,pop,0.5599841506557202,81.008,6B,0.628,0.514,10,1,4,-5.546,0.61,0.0,0.108,0.0409
268,240,2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,pop,0.559684004126952,81.009,6B,0.63,0.512,10,1,4,-5.549,0.615,0.0,0.108,0.0413
269,244,2ZGAWiLZh2aRxp2iTL5yMS,Temporary pyar,Kaka,pop,0.48491467183754533,79.942,6B,0.79,0.339,10,1,4,-7.213,0.281,0.0,0.301,0.234
270,176,1ei3hzQmrgealgRKFxIcWn,In The Stars,Benson Boone,pop,0.37956237810653554,78.007,6B,0.54,0.3,10,1,3,-6.031,0.338,0.0,0.139,0.0528
271,222,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,Giveon,pop,0.42559210754208837,89.087,8B,0.465,0.543,0,1,3,-8.964,0.524,1.02e-06,0.303,0.0791
272,160,1d5lpW3gUyq537iuyrb9Lf,Samjho Na,Aditya Rikhari,pop,0.45376181051435316,98.923,8B,0.328,0.532,0,1,4,-12.535,0.681,0.0002,0.128,0.231
273,212,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,pop,0.45230474083225547,100.418,12B,0.378,0.515,4,1,4,-9.828,0.835,0.0,0.28,0.438
274,141,2sHYMLUd4nVLxHPKY05Ein,Habibi - Albanian Remix,Ricky Rich;Dardan;DJ Gimi-O,pop,0.4834651979612299,103.966,9A,0.728,0.0996,4,0,4,-7.065,0.0223,0.00384,0.68,0.0301
275,275,3h4T9Bg8OVSUYa6danHeH5,Animals,Maroon 5,pop,0.55452085447128,189.868,9A,0.742,0.328,4,0,4,-6.46,0.000185,0.0,0.593,0.0898
276,114,5S1102uVOmaQhwKcKGtLmO,Mere Liye,Akhil Sachdeva,pop,0.5448897494663714,178.213,12A,0.662,0.301,1,0,4,-5.88,0.573,0.0,0.35,0.0377
277,77,7hpUWaCdqgQJHTVe2hqZob,Mere Baad Kisko Sataoge (Lo-Fi),Madhur Sharma;Nusrat Fateh Ali Khan,pop,0.5180446547527238,203.983,4B,0.495,0.33,8,1,4,-8.276,0.273,0.0,0.165,0.0718
278,167,3eH3HTKPBmxvbT7OgxjNit,"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,pop,0.5620872001311661,180.2,11A,0.425,0.72,6,0,3,-12.018,0.664,0.0,0.364,0.0413
279,195,63vWEUXhpgghscp9FgvCMG,"Kannil Kannil (From ""Sita Ramam (Malayalam)"")",Vishal Chandrashekhar;K. S. Harisankar;Sinduri Vishal,pop,0.5653867700305256,179.852,11A,0.409,0.731,6,0,3,-11.925,0.718,0.0,0.35,0.0566
280,230,4WDya8Mau5wuqLnaNr2Ct0,"Kannukkulle (From ""Sita Ramam (Tamil)"")",Vishal Chandrashekhar;Haricharan;Sinduri Vishal,pop,0.5803544623964927,179.992,11A,0.404,0.82,6,0,3,-11.628,0.75,0.0,0.366,0.0394
281,123,0s76ExpXyMGVBlKLUr683e,Faasle,Aditya Rikhari,pop,0.4895270714102618,162.037,12A,0.324,0.493,1,0,3,-13.621,0.754,0.000727,0.103,0.0545
282,267,5JO2usoem1CW1pLL1kLj9E,Manike Mage Hithe,Chamath Sangeeth;Yohani;Satheeshan,pop,0.62458866716346,151.499,12A,0.51,0.56,1,0,3,-10.091,0.713,3.35e-05,0.101,0.371
283,174,1XSSm7oKOzNE8oUapjIRWV,"The Punjaabban Song (From ""Jugjugg Jeeyo"")",Tanishk Bagchi;Gippy Grewal;Zahrah S Khan;Romy;Abrar Ul Haq,pop,0.7816932141475994,139.241,3A,0.964,0.613,10,0,4,-2.888,0.0858,1.46e-05,0.676,0.0995
284,100,1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,The Weeknd;Gesaffelstein,pop,0.4500993920323745,113.26,6B,0.737,0.155,10,1,4,-4.008,0.142,0.000162,0.163,0.0338
285,45,67l8nACchnc7Mq9LP6XqNz,"River - Recorded At RAK Studios, London",Sam Smith,pop,0.29481966530068754,115.443,6B,0.181,0.196,10,1,4,-11.417,0.896,1.09e-06,0.11,0.0406
286,277,5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,pop,0.3028287306074561,100.607,5B,0.339,0.0849,3,1,4,-7.885,0.691,0.0,0.12,0.0338
287,111,3FbZoPzEaUBOD84l1FwFEH,Mujhe Peene Do,Darshan Raval,pop,0.21824827857414236,55.832,2A,0.334,0.175,3,0,4,-8.877,0.759,0.0,0.117,0.0332
288,287,2XXea7eZyOyQWHHs4s7yI2,Ek Tarfa - Reprise,Darshan Raval,pop,0.3352508582454512,72.424,12A,0.453,0.444,1,0,4,-9.537,0.889,2.6e-06,0.1,0.0329
289,278,04V3hO138BCddFy9TmTUic,JAMAICA,Feid;Sech,pop,0.4968961790860565,81.131,12A,0.542,0.669,1,0,4,-7.404,0.0383,0.0,0.371,0.155
290,228,4hOsYVSWKWP71u3yQbcqZB,Waalian,Harnoor,pop,0.3986398628761866,85.034,3B,0.335,0.266,1,1,4,-9.943,0.12,0.0,0.0747,0.136
291,284,3khiYRqf3tjb6PSGBhkfl4,Maine Royaan (Lofi Remix),Tanveer Evan;Ahmed Shakib,pop,0.2548598434674437,71.312,11A,0.468,0.0467,6,0,4,-9.909,0.445,0.034,0.0799,0.0385
292,64,6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber;Ludacris,pop,0.6012475012264614,65.043,4A,0.859,0.535,5,0,4,-5.237,0.0401,0.0,0.111,0.137
293,289,4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",Darshan Raval;Asees Kaur;Lijo George-Dj Chetas,pop,0.5487938357743001,62.914,9B,0.972,0.595,7,1,4,-3.452,0.136,2.52e-06,0.14,0.109
294,143,2l3dFxtoSMgMQVyRIUHjpz,Akhiyaan,Mitraz,pop,0.450645084955859,100.021,10B,0.618,0.0683,2,1,4,-9.007,0.0533,0.704,0.0886,0.0534
295,42,5wLlnreR3EIrtRB0hJM6iY,Firefly - Bravado Dubstep Remix,Ed Sheeran;Bravado,pop,0.5647199645776586,139.975,11B,0.664,0.491,9,1,4,-10.517,0.277,0.708,0.0811,0.0283
296,20,4qIMmEjV8gaEsfZML9LALx,"Bodhai Kaname - From ""Oh Manapenne""",Vishal Chandrashekhar;Anirudh Ravichander;Shashaa Tirupati,pop,0.4317461619318955,160.047,9B,0.405,0.267,7,1,3,-12.327,0.152,3.44e-06,0.154,0.0424
297,198,3GrCQPpKqKzOcKfMAoqn82,"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi;Arijit Singh;Asees Kaur,pop,0.4900837321270489,131.489,7B,0.403,0.497,5,1,3,-7.005,0.598,4.28e-06,0.434,0.0272
298,216,6anGj4SX83j5DyG3aZOzqc,Zara Zara - MTV Unwind,Arjun Kanungo,pop,0.2982042432428783,135.978,4A,0.23,0.286,5,0,4,-20.647,0.643,2.66e-05,0.164,0.0423
299,102,0X7g825ekNNiCWWV7queDr,Mitti De Tibbe,Kaka,pop,0.7984650955542398,129.966,11A,0.853,0.794,6,0,4,-3.4,0.355,0.0,0.0896,0.159
